"gene","transcript","protein","uniprot","align","identity","evalue","name","lineage","domain","genus"
"1778","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i13","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i13::g.38396::m.38396","Y381_RICFE","Q:858-1409,H:729-939",28.302,6.13e-16,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1779","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i13","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i13::g.38396::m.38396","Y381_RICFE","Q:858-1406,H:890-1070",30.055,7.31e-16,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1780","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i13","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i13::g.38396::m.38396","Y381_RICFE","Q:894-1406,H:642-810",29.825,8.23e-14,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1781","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i13","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i13::g.38395::m.38395","Y381_RICFE","Q:858-1403,H:956-1135",32.418,2.63e-17,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1782","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i13","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i13::g.38395::m.38395","Y381_RICFE","Q:858-1409,H:729-939",28.302,6.13e-16,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1783","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i13","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i13::g.38395::m.38395","Y381_RICFE","Q:858-1406,H:890-1070",30.055,7.31e-16,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1784","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i13","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i13::g.38395::m.38395","Y381_RICFE","Q:894-1406,H:642-810",29.825,8.23e-14,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1785","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i8","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i8::g.38389::m.38389","Y381_RICFE","Q:294-1481,H:729-1109",30.556,8.06e-39,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1786","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i8","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i8::g.38389::m.38389","Y381_RICFE","Q:294-1490,H:663-1052",29.574,8.04e-38,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1787","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i8","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i8::g.38389::m.38389","Y381_RICFE","Q:330-1490,H:642-1019",29.199,5.71e-34,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1788","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i8","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i8::g.38389::m.38389","Y381_RICFE","Q:600-1493,H:632-921",28.859,7.76e-26,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1789","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i8","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i8::g.38389::m.38389","Y381_RICFE","Q:294-1154,H:857-1152",28.094,3.71e-23,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1790","TRINITY_DN165271_c1_g1","TRINITY_DN165271_c1_g1_i8","TRINITY_DN165271_c1_g1::TRINITY_DN165271_c1_g1_i8::g.38389::m.38389","Y381_RICFE","Q:294-905,H:956-1157",30.882,4.58e-17,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"1791","TRINITY_DN165313_c1_g1","TRINITY_DN165313_c1_g1_i10","TRINITY_DN165313_c1_g1::TRINITY_DN165313_c1_g1_i10::g.19773::m.19773","BIRA_BACSU","Q:482-9,H:61-216",31.288,1.07e-14,"Bifunctional ligase/repressor BirA","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1792","TRINITY_DN165313_c1_g1","TRINITY_DN165313_c1_g1_i4","TRINITY_DN165313_c1_g1::TRINITY_DN165313_c1_g1_i4::g.19768::m.19768","BIRA_BACSU","Q:320-9,H:114-216",32.11,2.68e-08,"Bifunctional ligase/repressor BirA","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1793","TRINITY_DN165313_c1_g1","TRINITY_DN165313_c1_g1_i5","TRINITY_DN165313_c1_g1::TRINITY_DN165313_c1_g1_i5::g.19770::m.19770","BIRA_BACSU","Q:482-9,H:61-216",31.288,2.15e-14,"Bifunctional ligase/repressor BirA","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1794","TRINITY_DN165383_c0_g1","TRINITY_DN165383_c0_g1_i1","TRINITY_DN165383_c0_g1::TRINITY_DN165383_c0_g1_i1::g.19789::m.19789","PPSC_MYCTU","Q:13-309,H:1820-1915",33.333,1.51e-08,"Phthiocerol synthesis polyketide synthase type I PpsC","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"1795","TRINITY_DN165383_c1_g1","TRINITY_DN165383_c1_g1_i2","TRINITY_DN165383_c1_g1::TRINITY_DN165383_c1_g1_i2::g.19790::m.19790","PKS5_MYCS2","Q:5778-4345,H:624-1108",25.755,4.08e-33,"Mycocerosic acid synthase-like polyketide synthase","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium","Bacteria","Mycolicibacterium"
"1796","TRINITY_DN165383_c1_g1","TRINITY_DN165383_c1_g1_i2","TRINITY_DN165383_c1_g1::TRINITY_DN165383_c1_g1_i2::g.19790::m.19790","PKS5_MYCS2","Q:2544-1510,H:1761-2087",28.693,7.07e-21,"Mycocerosic acid synthase-like polyketide synthase","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium","Bacteria","Mycolicibacterium"
"1797","TRINITY_DN165448_c0_g1","TRINITY_DN165448_c0_g1_i1","TRINITY_DN165448_c0_g1::TRINITY_DN165448_c0_g1_i1::g.67508::m.67508","CHB_VIBHA","Q:4-1065,H:508-882",33.418,3.45e-49,"N,N'-diacetylchitobiase","Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio","Bacteria","Vibrio"
"1798","TRINITY_DN165448_c0_g1","TRINITY_DN165448_c0_g1_i3","TRINITY_DN165448_c0_g1::TRINITY_DN165448_c0_g1_i3::g.67509::m.67509","HEX_VIBVL","Q:1-945,H:405-707",37.304,2.14e-62,"Beta-hexosaminidase","Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio","Bacteria","Vibrio"
"1799","TRINITY_DN165470_c0_g1","TRINITY_DN165470_c0_g1_i4","TRINITY_DN165470_c0_g1::TRINITY_DN165470_c0_g1_i4::g.67549::m.67549","DNLI_HAEIN","Q:961-1701,H:22-263",40.081,9.47e-54,"DNA ligase","Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus","Bacteria","Haemophilus"
"1800","TRINITY_DN165548_c2_g3","TRINITY_DN165548_c2_g3_i1",NA,"VPRT_ASFM2","Q:498-731,H:153-240",30.693,1.98e-06,"Cysteine protease S273R","Viruses; Asfarviridae; Asfivirus","Viruses","Asfivirus"
"1801","TRINITY_DN165676_c4_g1","TRINITY_DN165676_c4_g1_i7","TRINITY_DN165676_c4_g1::TRINITY_DN165676_c4_g1_i7::g.72762::m.72762","BDHA_CUPNH","Q:157-804,H:2-214",53.636,9.94e-74,"D-beta-hydroxybutyrate dehydrogenase","Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus","Bacteria","Cupriavidus"
"1802","TRINITY_DN165931_c0_g1","TRINITY_DN165931_c0_g1_i4","TRINITY_DN165931_c0_g1::TRINITY_DN165931_c0_g1_i4::g.33701::m.33701","YL446_MIMIV","Q:653-1276,H:39-238",30.952,1.17e-19,"Uncharacterized protein L446","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1803","TRINITY_DN165945_c0_g1","TRINITY_DN165945_c0_g1_i1","TRINITY_DN165945_c0_g1::TRINITY_DN165945_c0_g1_i1::g.33671::m.33671","O16G2_BACSU","Q:513-836,H:4-110",54.63,4.3e-32,"Probable oligo-1,6-glucosidase 2","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1804","TRINITY_DN165945_c0_g1","TRINITY_DN165945_c0_g1_i2",NA,"O16G2_BACSU","Q:3-296,H:14-110",52.041,7.17e-27,"Probable oligo-1,6-glucosidase 2","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1805","TRINITY_DN165945_c0_g1","TRINITY_DN165945_c0_g1_i4","TRINITY_DN165945_c0_g1::TRINITY_DN165945_c0_g1_i4::g.33674::m.33674","O16G_GEOTM","Q:757-1086,H:2-110",49.091,2.92e-31,"Oligo-1,6-glucosidase","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Parageobacillus","Bacteria","Parageobacillus"
"1806","TRINITY_DN165945_c0_g1","TRINITY_DN165945_c0_g1_i5","TRINITY_DN165945_c0_g1::TRINITY_DN165945_c0_g1_i5::g.33676::m.33676","O16G_GEOTM","Q:507-836,H:2-110",49.091,3.73e-32,"Oligo-1,6-glucosidase","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Parageobacillus","Bacteria","Parageobacillus"
"1807","TRINITY_DN166029_c0_g1","TRINITY_DN166029_c0_g1_i1","TRINITY_DN166029_c0_g1::TRINITY_DN166029_c0_g1_i1::g.29158::m.29158","HEX_VIBVL","Q:412-2838,H:42-844",36.385,2.05e-145,"Beta-hexosaminidase","Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio","Bacteria","Vibrio"
"1808","TRINITY_DN166029_c0_g1","TRINITY_DN166029_c0_g1_i1","TRINITY_DN166029_c0_g1::TRINITY_DN166029_c0_g1_i1::g.29158::m.29158","HEX_VIBVL","Q:2863-4827,H:5-648",37.189,3.33e-122,"Beta-hexosaminidase","Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio","Bacteria","Vibrio"
"1809","TRINITY_DN166029_c0_g1","TRINITY_DN166029_c0_g1_i2",NA,"CHB_SERMA","Q:13-213,H:105-171",35.821,6.15e-10,"Chitobiase","Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia","Bacteria","Serratia"
"1810","TRINITY_DN166044_c2_g1","TRINITY_DN166044_c2_g1_i2","TRINITY_DN166044_c2_g1::TRINITY_DN166044_c2_g1_i2::g.29214::m.29214","XYL3A_PRER2","Q:145-396,H:22-99",44.048,6.35e-16,"Xylan 1,4-beta-xylosidase","Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella","Bacteria","Prevotella"
"1811","TRINITY_DN166044_c2_g1","TRINITY_DN166044_c2_g1_i6","TRINITY_DN166044_c2_g1::TRINITY_DN166044_c2_g1_i6::g.29217::m.29217","XYL3A_PRER2","Q:145-1455,H:22-447",39.002,5.23e-91,"Xylan 1,4-beta-xylosidase","Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella","Bacteria","Prevotella"
"1812","TRINITY_DN166107_c1_g2","TRINITY_DN166107_c1_g2_i11",NA,"MOCA_RHIML","Q:1-225,H:74-148",32,1.15e-09,"Rhizopine catabolism protein MocA","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium","Bacteria","Sinorhizobium"
"1813","TRINITY_DN166107_c1_g2","TRINITY_DN166107_c1_g2_i4","TRINITY_DN166107_c1_g2::TRINITY_DN166107_c1_g2_i4::g.64793::m.64793","YRBE_BACSU","Q:233-730,H:1-159",29.518,4.92e-18,"Uncharacterized oxidoreductase YrbE","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1814","TRINITY_DN166107_c1_g2","TRINITY_DN166107_c1_g2_i4","TRINITY_DN166107_c1_g2::TRINITY_DN166107_c1_g2_i4::g.64791::m.64791","YRBE_BACSU","Q:233-730,H:1-159",29.518,4.92e-18,"Uncharacterized oxidoreductase YrbE","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1815","TRINITY_DN166107_c1_g2","TRINITY_DN166107_c1_g2_i6","TRINITY_DN166107_c1_g2::TRINITY_DN166107_c1_g2_i6::g.64794::m.64794","IOLG_THEMA","Q:141-1160,H:1-330",31.085,2.61e-43,"Myo-inositol 2-dehydrogenase","Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga","Bacteria","Thermotoga"
"1816","TRINITY_DN166124_c1_g1","TRINITY_DN166124_c1_g1_i10","TRINITY_DN166124_c1_g1::TRINITY_DN166124_c1_g1_i10::g.64811::m.64811","PPSA_MYCTU","Q:301-657,H:291-409",48.333,1.79e-29,"Phthiocerol synthesis polyketide synthase type I PpsA","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"1817","TRINITY_DN166124_c1_g1","TRINITY_DN166124_c1_g1_i2","TRINITY_DN166124_c1_g1::TRINITY_DN166124_c1_g1_i2::g.64808::m.64808","PPSA_MYCTU","Q:3-497,H:265-429",52.41,5.47e-48,"Phthiocerol synthesis polyketide synthase type I PpsA","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"1818","TRINITY_DN166124_c1_g1","TRINITY_DN166124_c1_g1_i8","TRINITY_DN166124_c1_g1::TRINITY_DN166124_c1_g1_i8::g.64809::m.64809","PPSA_MYCTU","Q:9-785,H:261-524",49.057,3.62e-74,"Phthiocerol synthesis polyketide synthase type I PpsA","Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex","Bacteria","Mycobacterium tuberculosis complex"
"1819","TRINITY_DN166124_c1_g1","TRINITY_DN166124_c1_g1_i9","TRINITY_DN166124_c1_g1::TRINITY_DN166124_c1_g1_i9::g.64810::m.64810","PKSL_BACSU","Q:482-1390,H:3055-3370",40.694,5.73e-63,"Polyketide synthase PksL","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1820","TRINITY_DN166124_c1_g1","TRINITY_DN166124_c1_g1_i9","TRINITY_DN166124_c1_g1::TRINITY_DN166124_c1_g1_i9::g.64810::m.64810","PKSL_BACSU","Q:488-1408,H:2120-2449",35.629,4.29e-56,"Polyketide synthase PksL","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1821","TRINITY_DN166124_c1_g1","TRINITY_DN166124_c1_g1_i9","TRINITY_DN166124_c1_g1::TRINITY_DN166124_c1_g1_i9::g.64810::m.64810","PKSL_BACSU","Q:488-1405,H:626-953",36.254,9.15e-56,"Polyketide synthase PksL","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1822","TRINITY_DN166124_c1_g1","TRINITY_DN166124_c1_g1_i9","TRINITY_DN166124_c1_g1::TRINITY_DN166124_c1_g1_i9::g.64810::m.64810","PKSL_BACSU","Q:485-1225,H:4253-4502",32.937,1.59e-33,"Polyketide synthase PksL","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"1823","TRINITY_DN166130_c1_g2","TRINITY_DN166130_c1_g2_i1",NA,"Y220_RICBR","Q:3-245,H:498-575",39.024,2.54e-08,"Putative ankyrin repeat protein RBE_0220","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"1824","TRINITY_DN166130_c1_g2","TRINITY_DN166130_c1_g2_i1",NA,"Y220_RICBR","Q:3-245,H:532-608",34.568,3.26e-07,"Putative ankyrin repeat protein RBE_0220","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"1825","TRINITY_DN166149_c0_g1","TRINITY_DN166149_c0_g1_i6",NA,"PUUC_ECOLI","Q:123-224,H:154-187",67.647,1.72e-10,"NADP/NAD-dependent aldehyde dehydrogenase PuuC","Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia","Bacteria","Escherichia"
"1826","TRINITY_DN166169_c1_g4","TRINITY_DN166169_c1_g4_i1","TRINITY_DN166169_c1_g4::TRINITY_DN166169_c1_g4_i1::g.64866::m.64866","POL_WDSV","Q:176-36,H:860-906",38.298,6.98e-07,"Gag-Pol polyprotein","Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Epsilonretrovirus","Viruses","Epsilonretrovirus"
"1827","TRINITY_DN166169_c1_g4","TRINITY_DN166169_c1_g4_i1","TRINITY_DN166169_c1_g4::TRINITY_DN166169_c1_g4_i1::g.64866::m.64866","POL_WDSV","Q:336-268,H:808-830",47.826,6.98e-07,"Gag-Pol polyprotein","Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Epsilonretrovirus","Viruses","Epsilonretrovirus"
"1828","TRINITY_DN166266_c3_g2","TRINITY_DN166266_c3_g2_i10","TRINITY_DN166266_c3_g2::TRINITY_DN166266_c3_g2_i10::g.60856::m.60856","BODG_RHILO","Q:848-1417,H:67-259",29.744,3.08e-20,"Probable gamma-butyrobetaine dioxygenase","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium","Bacteria","Mesorhizobium"
"1829","TRINITY_DN166406_c1_g2","TRINITY_DN166406_c1_g2_i3",NA,"V246_FOWPN","Q:8-232,H:286-358",40,7.07e-11,"Putative ankyrin repeat protein FPV246","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
"1830","TRINITY_DN166412_c0_g3","TRINITY_DN166412_c0_g3_i1","TRINITY_DN166412_c0_g3::TRINITY_DN166412_c0_g3_i1::g.21132::m.21132","Y143_SYNY3","Q:734-309,H:578-721",30.822,7.42e-09,"Uncharacterized WD repeat-containing protein slr0143","Bacteria; Cyanobacteria; Synechococcales; Merismopediaceae; Synechocystis","Bacteria","Synechocystis"
"1831","TRINITY_DN166412_c0_g3","TRINITY_DN166412_c0_g3_i1","TRINITY_DN166412_c0_g3::TRINITY_DN166412_c0_g3_i1::g.21132::m.21132","Y143_SYNY3","Q:716-384,H:1012-1126",34.454,5.95e-07,"Uncharacterized WD repeat-containing protein slr0143","Bacteria; Cyanobacteria; Synechococcales; Merismopediaceae; Synechocystis","Bacteria","Synechocystis"
"1832","TRINITY_DN166412_c0_g3","TRINITY_DN166412_c0_g3_i1","TRINITY_DN166412_c0_g3::TRINITY_DN166412_c0_g3_i1::g.21132::m.21132","Y143_SYNY3","Q:734-177,H:702-881",24.876,8.67e-07,"Uncharacterized WD repeat-containing protein slr0143","Bacteria; Cyanobacteria; Synechococcales; Merismopediaceae; Synechocystis","Bacteria","Synechocystis"
"1833","TRINITY_DN166473_c1_g2","TRINITY_DN166473_c1_g2_i8","TRINITY_DN166473_c1_g2::TRINITY_DN166473_c1_g2_i8::g.21142::m.21142","Y045_METMA","Q:322-14,H:149-252",34.615,5.33e-09,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"1834","TRINITY_DN166473_c1_g2","TRINITY_DN166473_c1_g2_i8","TRINITY_DN166473_c1_g2::TRINITY_DN166473_c1_g2_i8::g.21142::m.21142","Y045_METMA","Q:322-14,H:215-318",33.654,1.8e-08,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"1835","TRINITY_DN166532_c3_g1","TRINITY_DN166532_c3_g1_i2","TRINITY_DN166532_c3_g1::TRINITY_DN166532_c3_g1_i2::g.18381::m.18381","UBIG_IDILO","Q:3-425,H:63-207",26.351,2.06e-07,"Ubiquinone biosynthesis O-methyltransferase","Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Idiomarina","Bacteria","Idiomarina"
"1836","TRINITY_DN166532_c3_g1","TRINITY_DN166532_c3_g1_i4","TRINITY_DN166532_c3_g1::TRINITY_DN166532_c3_g1_i4::g.18382::m.18382","UBIG_IDILO","Q:26-463,H:58-207",27.451,2.72e-08,"Ubiquinone biosynthesis O-methyltransferase","Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Idiomarina","Bacteria","Idiomarina"
"1837","TRINITY_DN166568_c1_g1","TRINITY_DN166568_c1_g1_i2","TRINITY_DN166568_c1_g1::TRINITY_DN166568_c1_g1_i2::g.18295::m.18295","HEX_VIBVL","Q:578-27,H:554-724",38.587,4.5e-33,"Beta-hexosaminidase","Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio","Bacteria","Vibrio"
"1838","TRINITY_DN166568_c1_g1","TRINITY_DN166568_c1_g1_i8","TRINITY_DN166568_c1_g1::TRINITY_DN166568_c1_g1_i8::g.18297::m.18297","HEX_VIBVL","Q:386-27,H:614-724",45.833,1.95e-26,"Beta-hexosaminidase","Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio","Bacteria","Vibrio"
"1839","TRINITY_DN166568_c1_g1","TRINITY_DN166568_c1_g1_i9","TRINITY_DN166568_c1_g1::TRINITY_DN166568_c1_g1_i9::g.18299::m.18299","HEX_VIBVL","Q:656-27,H:526-724",37.736,5.18e-39,"Beta-hexosaminidase","Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio","Bacteria","Vibrio"
"1840","TRINITY_DN166568_c1_g2","TRINITY_DN166568_c1_g2_i1",NA,"CHB_SERMA","Q:278-3,H:792-880",41.304,1.57e-12,"Chitobiase","Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia","Bacteria","Serratia"
"1841","TRINITY_DN166568_c1_g2","TRINITY_DN166568_c1_g2_i4",NA,"CHB_SERMA","Q:301-77,H:810-881",42.667,3.63e-07,"Chitobiase","Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia","Bacteria","Serratia"
"1842","TRINITY_DN166617_c2_g1","TRINITY_DN166617_c2_g1_i10","TRINITY_DN166617_c2_g1::TRINITY_DN166617_c2_g1_i10::g.43556::m.43556","Y489_RICBR","Q:654-830,H:83-142",40,6.03e-07,"Putative ankyrin repeat protein RBE_0489","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"1843","TRINITY_DN166617_c2_g1","TRINITY_DN166617_c2_g1_i12","TRINITY_DN166617_c2_g1::TRINITY_DN166617_c2_g1_i12::g.43557::m.43557","Y489_RICBR","Q:625-801,H:83-142",40,5.83e-07,"Putative ankyrin repeat protein RBE_0489","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"1844","TRINITY_DN166617_c2_g1","TRINITY_DN166617_c2_g1_i7","TRINITY_DN166617_c2_g1::TRINITY_DN166617_c2_g1_i7::g.43555::m.43555","Y489_RICBR","Q:616-792,H:83-142",40,5.77e-07,"Putative ankyrin repeat protein RBE_0489","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"1845","TRINITY_DN166641_c4_g1","TRINITY_DN166641_c4_g1_i5",NA,"YL014_MIMIV","Q:4-231,H:33-107",44.872,1.27e-06,"Putative ankyrin repeat protein L14","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"1846","TRINITY_DN166662_c2_g2","TRINITY_DN166662_c2_g2_i1","TRINITY_DN166662_c2_g2::TRINITY_DN166662_c2_g2_i1::g.43671::m.43671","TRF3_THEVO","Q:2-469,H:268-418",42.949,7.83e-42,"Tricorn protease-interacting factor F3","Archaea; Euryarchaeota; Diaforarchaea group; Thermoplasmata; Thermoplasmatales; Thermoplasmataceae; Thermoplasma","Archaea","Thermoplasma"
"1847","TRINITY_DN166775_c3_g1","TRINITY_DN166775_c3_g1_i8",NA,"IAP_GVCPM","Q:155-3,H:100-150",62.745,2.1e-18,"Apoptosis inhibitor IAP","Viruses; Baculoviridae; Betabaculovirus","Viruses","Betabaculovirus"
"1848","TRINITY_DN166828_c0_g1","TRINITY_DN166828_c0_g1_i2","TRINITY_DN166828_c0_g1::TRINITY_DN166828_c0_g1_i2::g.40777::m.40777","Y508_THEMA","Q:4764-5252,H:429-593",38.554,2.49e-24,"Uncharacterized protein TM_0508","Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga","Bacteria","Thermotoga"
